F103C.jpg	0.3125	-1.5	-1.1875
F100C.jpg	-0.5625	-1.25	-1.5
F080C.jpg	-1.1875	-0.0625	-1.4375
F053C.jpg	1.3125	1	0.9375
F076C.jpg	0.8125	0.125	0.25
F107C.jpg	-0.8125	-0.5	-1.375
F040C.jpg	-0.0625	0.25	-0.3125
F027C.jpg	-1.25	-1.6875	-1.875
F065C.jpg	1.4375	1	1.3125
F034C.jpg	-0.875	-0.0625	-0.9375
F032C.jpg	1.0625	-1.5625	-1.3125
F005C.jpg	1.3125	1.1875	1
F086C.jpg	0.1875	-1.625	-1.5
F072C.jpg	-1.625	-1.9375	-1.9375
F090C.jpg	-1.8125	-1.75	-1.9375
F026C.jpg	0.5	-1.25	-1.0625
F051C.jpg	-1.5625	-0.25	-1.5
F110C.jpg	0.125	-1.5	-1.375
F011C.jpg	-1.4375	-1.625	-1.6875
F074C.jpg	1.4375	1.5625	1.125
M030C.jpg	0.8	-0.45	-0.45
M059C.jpg	0.95	-0.3	-0.25
M025C.jpg	0.8	-1.9	-1.7
M038C.jpg	-1.55	-1.6	-1.95
M091C.jpg	-1.7	-1.6	-1.9
M052C.jpg	1.2	0.5	0.5
M055C.jpg	0.85	-0.15	-0.25
M044C.jpg	0.65	-1.5	-1.55
M001C.jpg	0.1	-1.5	-1.5
M041C.jpg	-1.2	-1.9	-1.95
M083C.jpg	-1.45	-1.35	-2
M036C.jpg	-1.9	-2	-2
M089C.jpg	0.1	-1.55	-1.5
M065C.jpg	-1.25	-0.55	-1.4
M064C.jpg	-0.7	-1.75	-1.8
M014C.jpg	0.25	-1.5	-1.45
M015C.jpg	-1.75	-1.95	-2
M068C.jpg	-0.7	-1.35	-1.6
M004C.jpg	-2	-1.85	-2
M084C.jpg	1.25	0.35	0.4
